text,pred_tuples_zero_shot,pred_tuples_few_shot
This devices brought my wifi network to its knees. Not sure why this has good reviews. My devices had a hard time connecting. And even if my devices weren't connected it would hog a bunch of bandwidth and slow the whole network. I personally would just buy an AirPort Extreme. That solved range problems for me.,"[('devices', 'wifi performance', 'brought wifi to its knees', -1.0), ('devices', 'connectivity', 'hard time connecting', -1.0), ('devices', 'bandwidth usage', 'hog a bunch of bandwidth', -1.0), ('airport extreme', 'range', 'solved range problems', 1.0)]","[('device', 'wifi performance', 'brought wifi to its knees', -1.0), ('device', 'connectivity', 'hard time connecting', -0.7), ('device', 'bandwidth usage', 'hog a bunch of bandwidth', -0.8)]"
"Works well, but the corner of the plastic cracked and is broken after a month or so. I think at least 2 of the plastic corners are cracked now. still works but wish it was higher quality.","[('plastic', 'corner', 'cracked and broken', -1.0), ('plastic', 'corner', 'cracked', -1.0), ('null', 'null', 'higher quality', 1.0)]","[('plastic', 'corner', 'cracked and broken', -0.8), ('plastic', 'quality', 'higher quality', 0.6)]"
legit.  love them.  I play with 1 in fully and 1 ear in 1/2.  really nice.  good product.  buy rechargeable batteries to go with them you'll save $$$,"[('them', 'null', 'love them', 1.0), ('product', 'null', 'good product', 1.0)]","[('product', 'null', 'legit', 0.8), ('product', 'null', 'love them', 1.0), ('product', 'null', 'really nice', 0.8), ('product', 'null', 'good product', 0.8)]"
"this really deserves 3 stars.  its not terrible, but its not great.  first is sound quality.  its not terrible.  2nd is limited distance.  its not terrible, but not great.<br /><br />I wish I had found a better product.","[('product', 'null', 'not terrible', 0.2), ('product', 'null', 'not great', -0.2), ('product', 'sound quality', 'not terrible', 0.2), ('product', 'distance', 'not terrible', 0.2), ('product', 'distance', 'not great', -0.2)]","[('product', 'null', 'not great', -0.5), ('product', 'sound quality', 'not terrible', -0.2), ('product', 'distance', 'limited', -0.5)]"
These work great for 8x10 frames.,"[('these', 'null', 'work great', 1.0)]","[('these', 'null', 'work great', 0.8)]"
Bought to get stronger WIFI to my upstairs level & it works great! Great value for the price!,"[('wifi', 'strength', 'works great', 1.0), ('product', 'null', 'great value', 1.0)]","[('wifi', 'strength', 'works great', 0.8), ('product', 'value', 'great', 0.8)]"
This is the 3rd Sony Blu Ray player I have bought & have been impressed with them all. My kids love the wi fi streaming options.,"[('sony blu ray player', 'null', 'impressed with them', 0.8), ('sony blu ray player', 'wi fi streaming options', 'love the', 0.8)]","[('sony blu ray player', 'null', 'impressed', 0.8), ('sony blu ray player', 'wi fi streaming options', 'love', 0.9)]"
Love Otterbox cases. These have protected my 7 & 9 year old's IPods with lots of drops & wear & tear.,"[('otterbox cases', 'protection', 'love otterbox', 1.0), ('otterbox cases', 'durability', 'protected my', 1.0)]","[('otterbox cases', 'protection', 'protected', 1.0)]"
great product. high quality. fits perfectly.,"[('product', 'null', 'great product', 1.0), ('product', 'quality', 'high quality', 1.0), ('product', 'fit', 'fits perfectly', 1.0)]","[('product', 'null', 'great', 1.0), ('product', 'quality', 'high', 1.0), ('product', 'fit', 'perfectly', 1.0)]"
Pretty cool!!!<br /><br />Thanks Amazon.,"[('amazon', 'null', 'pretty cool', 0.8)]","[('amazon', 'null', 'pretty cool', 0.8)]"
It came in quickly.  My son and grandson put it together for me in about 3 or 4 hr.  Time out for dinner and couple of beers.  Back to putting it to finish and test it out.  TV hung perfectly.  Fit right in the same corner a much smaller stand was in Clean looks with the wires now.,"[('tv', 'installation', 'hung perfectly', 1.0), ('tv', 'size', 'fit right in', 1.0), ('tv', 'aesthetics', 'clean looks', 1.0)]","[('tv', 'assembly time', 'quickly', 0.7), ('tv', 'installation', 'perfectly', 1.0), ('tv', 'aesthetics', 'clean looks', 0.8)]"
"Just a normal cable, works great for my external monitor!","[('cable', 'null', 'works great', 1.0)]","[('cable', 'null', 'works great', 0.8)]"
"I love this alarm. Bright, nice tone. The system is a little confusing but the manual helps a lot. Once you get the hang of it you'll love it. It's a nice gentle way to wake up.","[('alarm', 'tone', 'nice tone', 0.8), ('alarm', 'null', 'love it', 0.8), ('alarm', 'null', 'nice gentle way', 0.7), ('system', 'null', 'a little confusing', -0.5), ('manual', 'null', 'helps a lot', 0.7)]","[('alarm', 'tone', 'nice', 0.7), ('alarm', 'brightness', 'bright', 0.7), ('system', 'null', 'confusing', -0.5), ('alarm', 'null', 'nice', 0.7), ('alarm', 'null', 'gentle', 0.7)]"
"Works great with my pixel 2, I can charge quickly while listening to music.","[('pixel 2', 'charging speed', 'works great', 0.8), ('pixel 2', 'music playback', 'listening to music', 0.6)]","[('charger', 'charging speed', 'quickly', 0.8)]"
Works flawlessly! Great for music/podcasts and receiving calls. The microphone isn't set up that close to my face but still captures my voice clearly.,"[('product', 'functionality', 'works flawlessly', 1.0), ('product', 'music/podcasts', 'great for', 1.0), ('product', 'calls', 'great for', 1.0), ('product', 'microphone', 'captures clearly', 1.0)]","[('device', 'null', 'works flawlessly', 1.0), ('device', 'music/podcasts', 'great', 0.8), ('device', 'calls', 'great', 0.8), ('microphone', 'voice capture', 'captures clearly', 0.7)]"
I am not sure how much protection this provides - certainly less than a camera bag - but it will protect against scratches and small bumps. It's fairly thin. It fits my Canon EOS Rebel T6i w/ kit lens very well - like a glove.,"[('protection', 'protection level', 'less than a camera bag', -0.5), ('protection', 'protection type', 'against scratches', 0.5), ('protection', 'protection type', 'against small bumps', 0.5), ('case', 'thickness', 'fairly thin', 0.0), ('case', 'fit', 'like a glove', 1.0)]","[('protection', 'null', 'less than', -0.5), ('protection', 'scratches', 'protect against', 0.7), ('protection', 'small bumps', 'protect against', 0.7), ('case', 'thickness', 'fairly thin', 0.0), ('case', 'fit', 'like a glove', 1.0)]"
"Awesome product, fits well on my mac. Would definitely recommend.","[('product', 'null', 'awesome product', 1.0), ('product', 'fit', 'fits well', 1.0)]","[('product', 'null', 'awesome', 1.0), ('product', 'fit', 'fits well', 0.8)]"
I believe the electrical boxes are made especially to fit in a recessed (in wall) TV mount fixture. That is perhaps why it is made narrower. In the comments I am not seeing anyone using it for this. I would love to hear if someone used it placed inside a recessed mount and how it worked.,"[('electrical boxes', 'size', 'made narrower', 0.0), ('electrical boxes', 'compatibility', 'fit in recessed mount', 0.0)]","[('electrical boxes', 'size', 'narrower', 0.0)]"
Don't know why I didn't get one of these years ago..it's saving me $9 a month rental fee i was paying Comcast,"[('comcast', 'rental fee', 'saving me $9', 1.0)]","[('product', 'rental fee', 'saving me', 0.8)]"
"Worked great for a vacation monitor. Had no issues with my MacBook. Good resolution, no dead pixels. Very easy to carry around","[('macbook', 'null', 'worked great', 0.8), ('macbook', 'resolution', 'good resolution', 0.6), ('macbook', 'dead pixels', 'no dead pixels', 0.8), ('macbook', 'portability', 'easy to carry', 0.7)]","[('monitor', 'null', 'worked great', 0.8), ('monitor', 'resolution', 'good', 0.7), ('monitor', 'dead pixels', 'no dead pixels', 0.8), ('monitor', 'portability', 'easy to carry', 0.7)]"
"This has been a great headset for video conferencing all day. Comfort is great, mic quality is great and when I do play music it sounds great too.","[('headset', 'comfort', 'comfort is great', 1.0), ('headset', 'mic quality', 'mic quality is great', 1.0), ('headset', 'sound quality', 'sounds great too', 1.0)]","[('headset', 'comfort', 'great', 1.0), ('headset', 'mic quality', 'great', 1.0), ('headset', 'music sound', 'great', 1.0)]"
Can easily hold 2 pairs of headphones and looks great!,"[('null', 'design', 'looks great', 1.0)]","[('product', 'size', 'easily hold', 0.8), ('product', 'looks', 'great', 1.0)]"
Sound quality of my dt 990 much improved compared to just hooking up to my phone. Would recommend to everyone. Small and easy to use,"[('dt 990', 'sound quality', 'much improved', 0.8), ('dt 990', 'null', 'would recommend', 0.8), ('dt 990', 'size', 'small and easy', 0.7)]","[('dt 990', 'sound quality', 'much improved', 0.8), ('dt 990', 'null', 'easy to use', 0.7)]"
These are incredible value for the money. All of the included parts have worked for a few months and are still in great quality. We use them at lunch for an hour each day with smash.,"[('parts', 'quality', 'great quality', 1.0)]","[('parts', 'quality', 'great', 0.8)]"
"Stick great to my desk and provide ample spaces for all of my cords. The color coding is more useful than I thought originally. Since each one has two spots, I had enough for my desk and bed night stand.","[('cable organizers', 'stickiness', 'stick great', 1.0), ('cable organizers', 'space', 'ample spaces', 1.0), ('cable organizers', 'color coding', 'more useful', 1.0)]","[('cable organizers', 'adhesion', 'stick great', 0.8), ('cable organizers', 'space', 'ample spaces', 0.7), ('cable organizers', 'color coding', 'more useful', 0.6)]"
"This pair is fantastic for the price I paid(just over 50$) . There are a little long and tall which forced me to move my two fans around them, but that is more case design flaw than anything. I haven't had any issues with them and have used PNY for a long time.","[('pair', 'price', 'fantastic for', 0.8), ('pair', 'length', 'a little long', -0.3), ('pair', 'height', 'a little tall', -0.3), ('pair', 'design', 'case design flaw', -0.7)]","[('pair', 'price', 'fantastic', 0.9), ('pair', 'length', 'a little long', -0.3), ('pair', 'height', 'tall', -0.3), ('pair', 'design', 'flaw', -0.7)]"
Had for about a month now. Still running strong and keeping my twc ultimate internet on all 8 of my houses devices. Goes through three rooms and I'll lose just a small fraction of speed (10mbps loss for a ranch style house).,"[('router', 'performance', 'running strong', 0.8), ('router', 'coverage', 'goes through three rooms', 0.6), ('router', 'speed loss', 'small fraction of speed', -0.3)]","[('router', 'performance', 'running strong', 0.8), ('router', 'coverage', 'goes through three rooms', 0.5), ('router', 'speed loss', 'small fraction of speed', -0.3)]"
"Very easy to configure, fits my 11.6&#34; Alienware very well. I can focus air on my Gpu and WASD keys to prevent from getting hot. Easy recommendation to anyone who needs a cooler for intense applications. My WASD keys barely get hot and my Gpu runs much more stable.","[('cooler', 'configuration', 'very easy to configure', 1.0), ('cooler', 'fit', 'fits my 11.6"" alienware', 1.0), ('cooler', 'cooling', 'focus air on my gpu', 1.0), ('cooler', 'cooling', 'prevent from getting hot', 1.0), ('cooler', 'performance', 'easy recommendation', 1.0), ('wasd keys', 'temperature', 'barely get hot', 1.0), ('gpu', 'stability', 'runs much more stable', 1.0)]","[('cooler', 'configuration', 'very easy', 0.8), ('cooler', 'fit', 'fits well', 0.7), ('cooler', 'cooling', 'prevent from getting hot', 0.6), ('wasd keys', 'temperature', 'barely get hot', 0.7), ('gpu', 'stability', 'runs much more stable', 0.8)]"
Everything works great on the hub with my Samsung Galaxy Pro S5e.,"[('samsung galaxy pro s5e', 'null', 'works great', 1.0)]","[('hub', 'null', 'works great', 1.0)]"
Must visually confirm that connector is fully extended by looking at slide groove.  Mine seemed DOA until I realized that  it wasn't making electrical connection.,"[('connector', 'electrical connection', ""wasn't making"", -1.0)]","[('connector', 'extension', 'fully extended', 0.0), ('connector', 'electrical connection', ""wasn't making"", -0.7)]"
Any small screw dropped in my computer case seemed to end up inside the bottom mounted power supply.  This filter will keep them out.,"[('power supply', 'design', 'bottom mounted', 0.0), ('filter', 'functionality', 'keep them out', 1.0)]","[('filter', 'functionality', 'keep them out', 1.0)]"
Bought four of these to use in a RAID.  All four of the boxes had PN: 98D648 - 550 on the box.  When I installed one of the drives it was smaller than the others.  PN on smaller drive's label was 98J146 - 308 and it was called a Barracuda 7200.10.  Larger drives were Barracuda 7200.11 9BX154 - 303 on the drive label.  Returned it and will check the replacement when it arrives.<br /><br />7/3/08 Received replacement drive and it was Barracuda 7200.11 9BX154 - 303.,"[('drive', 'size', 'smaller than', -0.5), ('drive', 'model', 'barracuda 7200.10', 0.0), ('drive', 'model', 'barracuda 7200.11', 0.0)]","[('drive', 'size', 'smaller', -0.7), ('drive', 'model', 'barracuda 7200.10', -0.3), ('drive', 'model', 'barracuda 7200.11', 0.3)]"
Thin material but perfect to hang for a photo backdrop. Very happy!,"[('material', 'thickness', 'thin material', -0.5), ('backdrop', 'null', 'perfect to hang', 1.0), ('null', 'null', 'very happy!', 1.0)]","[('material', 'thickness', 'thin', -0.5), ('backdrop', 'null', 'perfect', 1.0)]"
Arrived damaged,"[('product', 'condition', 'arrived damaged', -1.0)]","[('product', 'null', 'damaged', -1.0)]"
Fast charging,"[('null', 'charging speed', 'fast charging', 1.0)]","[('charging', 'speed', 'fast', 1.0)]"
This product is as good as advertised. The cost is attractive; considering you will likely replace them again in the future. I’ve attached a pic of the old and newly installed pads for comparison.,"[('product', 'null', 'as good as advertised', 0.8), ('product', 'cost', 'attractive', 0.8)]","[('product', 'null', 'as good', 0.7), ('cost', 'null', 'attractive', 0.8)]"
Good cord. 15ft is exactly what I wanted.,"[('cord', 'length', 'good cord', 0.8), ('cord', 'null', '15ft is exactly', 0.8)]","[('cord', 'null', 'good', 0.8)]"
Fits my MacBook Air perfectly! Has a soft touch. Great product.,"[('macbook air', 'fit', 'fits perfectly', 1.0), ('case', 'touch', 'soft touch', 1.0), ('product', 'null', 'great product', 1.0)]","[('case', 'fit', 'perfectly', 1.0), ('case', 'touch', 'soft touch', 0.8), ('product', 'null', 'great', 1.0)]"
"DO NOT BUY THIS PRODUCT!! The first time I zipped the first pouch, the zipper broke. I tried another one, same thing,  zipper broke on the first try. HORRIBLE!!!","[('product', 'zipper', 'broke on the first try', -1.0), ('product', 'zipper', 'broke', -1.0)]","[('product', 'zipper', 'broke', -1.0), ('product', 'null', 'horrible', -1.0)]"
Not very accurate in tracking steps taken.  Wrist band started coming off after 3 months of use.,"[('wrist band', 'durability', 'started coming off', -0.8), ('wrist band', 'accuracy', 'not very accurate', -0.7)]","[('wrist band', 'tracking steps', 'not very accurate', -0.7), ('wrist band', 'durability', 'coming off', -0.8)]"
Works great. Easy to install.,"[('null', 'installation', 'easy to install', 1.0)]","[('null', 'null', 'works great', 1.0), ('null', 'installation', 'easy to install', 1.0)]"
Very very slow processor. Disappointing.,"[('processor', 'speed', 'very very slow', -1.0), ('null', 'null', 'disappointing', -0.8)]","[('processor', 'speed', 'very very slow', -1.0)]"
Great headsets. Comfortable. Great sound quality.,"[('headsets', 'null', 'great headsets', 1.0), ('headsets', 'comfort', 'comfortable', 1.0), ('headsets', 'sound quality', 'great sound quality', 1.0)]","[('headsets', 'null', 'great', 1.0), ('headsets', 'comfort', 'comfortable', 0.8), ('headsets', 'sound quality', 'great', 1.0)]"
"Great case. Fits both the iPad Air & Air 2. Comes with a removable inner lining. When removed it fits the iPad Air. Looks good. Bought it in December 2014, still in great shape.","[('case', 'fit', 'fits both', 1.0), ('case', 'lining', 'removable inner', 1.0), ('case', 'null', 'looks good', 1.0), ('case', 'durability', 'still in great', 1.0)]","[('case', 'fit', 'great', 1.0), ('case', 'lining', 'removable', 0.0), ('case', 'shape', 'great', 1.0), ('case', 'null', 'looks good', 0.8)]"
AWESOME sound!  Easy to install. The wireless subwoofer makes it easy to place any where in the room.,"[('sound', 'null', 'awesome sound', 1.0), ('installation', 'null', 'easy to install', 1.0), ('subwoofer', 'wireless', 'easy to place', 1.0)]","[('sound', 'null', 'awesome', 1.0), ('installation', 'null', 'easy', 0.8), ('subwoofer', 'placement', 'easy', 0.8)]"
Excellent sound. Easy to install.,"[('sound', 'null', 'excellent sound', 1.0), ('null', 'installation', 'easy to install', 1.0)]","[('sound', 'null', 'excellent', 1.0), ('null', 'installation', 'easy', 0.8)]"
"Arrived sooner than the original really long estimated date.  Packaged well.  Remote wall bracket included.  No ceiling or wall mounting hardware included for the screen.  Very quiet operation. Moves very slowly up/down, but no big problem as the projector is usually getting up to temperature.  High vinyl odor, but that's fading, since installed 4 days ago. Does hide-away nicely and seems unobtrusive.  Worthy purchase.","[('projector', 'delivery time', 'arrived sooner', 1.0), ('projector', 'packaging', 'packaged well', 1.0), ('projector', 'accessories', 'remote wall bracket included', 1.0), ('projector', 'mounting hardware', 'no mounting hardware', -1.0), ('projector', 'noise level', 'very quiet operation', 1.0), ('projector', 'speed', 'moves very slowly', -1.0), ('projector', 'odor', 'high vinyl odor', -1.0), ('projector', 'appearance', 'does hide-away nicely', 1.0), ('projector', 'null', 'worthy purchase', 1.0)]","[('delivery', 'date', 'sooner than', 0.8), ('package', 'packaging', 'well', 0.6), ('remote', 'bracket', 'included', 0.6), ('projector', 'mounting hardware', 'not included', -0.6), ('projector', 'operation', 'very quiet', 0.8), ('projector', 'movement', 'very slowly', -0.5), ('projector', 'odor', 'high vinyl', -0.7), ('projector', 'appearance', 'hide-away nicely', 0.7), ('purchase', 'value', 'worthy', 0.8)]"
This cameras seems to focus on what “it” wants. I will try to capture and watch an area by moving the cameras visual area using the app but it will quickly return to another area. Not even the same area as was before I decided to look elsewhere. It tends to bounce anywhere it’s little heart desires causing me frustration and non use.,"[('cameras', 'focus', 'focus on what', -0.8), ('cameras', 'visual area', 'quickly return', -0.6), ('cameras', 'null', 'bounce anywhere', -0.8), ('cameras', 'null', 'causing frustration', -0.9)]","[('camera', 'focus', 'focus on what', -0.7), ('camera', 'visual area', 'quickly return', -0.6), ('camera', 'focus', 'bounce anywhere', -0.8)]"
A little crackly at times but not that noticeable. Just turn the volume up. Easy connect. Use everyday,"[('sound', 'quality', 'a little crackly', -0.5), ('sound', 'volume', 'turn the volume up', 0.5), ('device', 'connectivity', 'easy connect', 0.8)]","[('sound', 'quality', 'crackly', -0.4), ('connection', 'ease', 'easy connect', 0.8)]"
"To me, this was a waste of money. Not useful on a plane or really anywhere. Too short, once bent, leaving no surface space so phone wants to fall off. Don’t buy it. Save your money.","[('product', 'usefulness', 'waste of money', -1.0), ('product', 'portability', 'not useful', -1.0), ('product', 'design', 'too short', -1.0), ('product', 'stability', 'wants to fall off', -1.0)]","[('product', 'usefulness', 'waste of money', -1.0), ('product', 'size', 'too short', -0.7), ('product', 'design', 'bent', -0.7)]"
Works great. Son uses it to hold Beats and Jaybirds. Traveled well and protected items.,"[('case', 'protection', 'protected items', 1.0), ('case', 'travel', 'traveled well', 1.0)]","[('case', 'null', 'works great', 1.0), ('case', 'protection', 'protected items', 1.0), ('case', 'travel', 'traveled well', 1.0)]"
Works great. No complaints!,"[('null', 'null', 'works great', 1.0), ('null', 'null', 'no complaints', 1.0)]","[('null', 'null', 'works great', 1.0)]"
"My son likes it,holding up well considering how much weight he puts in it.So far so good!","[('it', 'durability', 'holding up well', 0.7)]","[('it', 'durability', 'holding up well', 0.7)]"
love them so much thank you,"[('them', 'null', 'love them', 1.0)]","[('them', 'null', 'love them', 1.0)]"
awesome,"[('null', 'null', 'awesome', 1.0)]","[('null', 'null', 'awesome', 1.0)]"
Very sturdy and well made. My AirPods fit snugly into the case and the cases latching button is magnetic and closes easily and is very secure. The charging light is visible as there is an opening for it built into the case so you can see when it is light up red or green and the charging port is accessible so you don’t have to remove them to charge them. They clasp onto my purse sturdily and I have no worries about them becoming dislodged from my purse and getting lost. If you want to use a different clasp it’s interchangeable with one of your choosing of the same size. Great quality for a great price. HIGHLY RECOMMEND!!,"[('case', 'sturdiness', 'very sturdy', 1.0), ('case', 'build quality', 'well made', 1.0), ('case', 'fit', 'fit snugly', 1.0), ('case', 'latch', 'magnetic and closes', 1.0), ('case', 'latch', 'very secure', 1.0), ('case', 'charging light visibility', 'visible as there is', 1.0), ('case', 'charging port accessibility', 'accessible so you don’t', 1.0), ('case', 'attachment', 'clasp onto my purse', 1.0), ('case', 'attachment security', 'no worries about them', 1.0), ('case', 'clasp interchangeability', 'interchangeable with one', 1.0), ('case', 'quality', 'great quality', 1.0), ('case', 'price', 'great price', 1.0)]","[('case', 'sturdiness', 'very sturdy', 1.0), ('case', 'build quality', 'well made', 1.0), ('case', 'airpods fit', 'snugly', 0.8), ('case', 'latch', 'magnetic and closes', 0.8), ('case', 'latch', 'very secure', 0.8), ('case', 'charging light visibility', 'visible', 0.8), ('case', 'charging port accessibility', 'accessible', 0.8), ('case', 'attachment to purse', 'sturdily', 0.8), ('case', 'clasp', 'interchangeable', 0.8), ('case', 'quality', 'great', 1.0), ('case', 'price', 'great', 1.0)]"
